Désignation;Type de médicament;Laboratoire
THYROFIX 75 microgrammes  comprimé;comprimé;UNI-PHARMA KLEON TSETIS PHARMACEUTICAL LABORATORIES (GRECE)
THYROGEN 0 9 mg  poudre pour solution injectable;poudre pour solution injectable;GENZYME EUROPE (PAYS BAS)
THYROZOL 10 mg  comprimé pelliculé;comprimé pelliculé;MERCK SANTE
THYROZOL 20 mg  comprimé pelliculé;comprimé pelliculé;MERCK SANTE
THYROZOL 5 mg  comprimé pelliculé;comprimé pelliculé;MERCK SANTE
TIADILON 100 mg  gélule;gélule;CRINEX
TIANEPTINE BIOGARAN 12 5 mg  comprimé enrobé;comprimé enrobé;BIOGARAN
TIANEPTINE MYLAN PHARMA 12 5 mg  comprimé enrobé;comprimé enrobé;MYLAN SAS
TIAPRIDAL 100 mg  comprimé sécable;comprimé sécable;SANOFI AVENTIS FRANCE
TIAPRIDAL 100 mg/2 ml  solution injectable;solution injectable;SANOFI AVENTIS FRANCE
TIAPRIDAL 5 mg/goutte  solution buvable en gouttes;solution buvable en gouttes;SANOFI AVENTIS FRANCE
TIAPRIDE MYLAN 100 mg  comprimé sécable;comprimé sécable;MYLAN SAS
TIAPRIDE SANDOZ 100 mg  comprimé sécable;comprimé sécable;SANDOZ
TIBERAL 1 g  solution injectable pour perfusion;solution injectable pour perfusion;SERB
TIBERAL 500 mg  solution injectable pour perfusion;solution injectable pour perfusion;SERB
TIBERAL  comprimé;comprimé enrobé;SERB
TIBOLONE CCD 2 5 mg  comprimé;comprimé;LABORATOIRE CCD
TICARPEN 5 g  poudre pour solution injectable (I.V.);poudre pour solution injectable;GLAXOSMITHKLINE
TICLID 250 mg  comprimé pelliculé;comprimé pelliculé;SANOFI AVENTIS FRANCE
TICLOPIDINE ARROW 250 mg  comprimé pelliculé;comprimé pelliculé;ARROW GENERIQUES
TICLOPIDINE EG 250 mg  comprimé pelliculé;comprimé pelliculé;EG LABO - LABORATOIRES EUROGENERICS
TICLOPIDINE SANDOZ 250 mg  comprimé pelliculé;comprimé pelliculé;SANDOZ
TICLOPIDINE TEVA 250 mg  comprimé pelliculé;comprimé pelliculé;TEVA SANTE
TICOVAC 0 25 ml ENFANTS  suspension injectable en seringue préremplie. Vaccin de l'encéphalite à tiques (virus entier inactivé);suspension injectable;PFIZER HOLDING FRANCE
TICOVAC 0 5 ml ADULTES  suspension injectable en seringue préremplie. Vaccin de l'encéphalite à tiques (virus entier inactivé);suspension injectable;PFIZER HOLDING FRANCE
TIENAM 500 mg/500 mg  poudre pour solution pour perfusion;poudre pour solution pour perfusion;MSD FRANCE
TIGECYCLINE MYLAN 50 mg  poudre pour solution pour perfusion;poudre pour solution pour perfusion;MYLAN SAS
TIGREAT 2 5 mg  comprimé pelliculé;comprimé pelliculé;MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG
TILAVIST 2 POUR CENT  collyre;collyre;SANOFI AVENTIS FRANCE
TILCOTIL 20 mg  comprimé pelliculé sécable;comprimé pelliculé sécable;MEDA PHARMA
TILDIEM 100 mg  poudre pour solution injectable (I.V.);poudre pour solution injectable;SANOFI AVENTIS FRANCE
TILDIEM 25 mg  poudre et solution pour préparation injectable I.V.;poudre et  solution pour préparation injectable;SANOFI AVENTIS FRANCE
TILDIEM 60 mg  comprimé;comprimé;SANOFI AVENTIS FRANCE
TILIA EUROPAEA BOIRON  degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;BOIRON
TIMABAK 0 25 %  collyre en solution;collyre en solution;THEA
TIMABAK 0 50 %  collyre en solution;collyre en solution;THEA
TIMACOR 10 mg  comprimé sécable;comprimé sécable;LABORATOIRES GERDA
TIMIFIT  sirop;sirop;CONFORMA (BELGIQUE)
TIMOCOMOD 0 25 POUR CENT  collyre en solution;collyre en solution;LABORATOIRES URSAPHARM
TIMOCOMOD 0 50 POUR CENT  collyre en solution;collyre en solution;LABORATOIRES URSAPHARM
TIMOFEROL 50 mg  comprimé enrobé;comprimé enrobé;ELERTE
TIMOFEROL  gélule;gélule;ELERTE
TIMOLOL ALCON 0 50 POUR CENT  collyre;collyre;NOVARTIS PHARMA
TIMOLOL SANDOZ 0 10 POUR CENT  collyre en solution;collyre en solution;SANDOZ
TIMOLOL SANDOZ 0 25 POUR CENT  collyre en solution;collyre en solution;SANDOZ
TIMOLOL SANDOZ 0 50 POUR CENT  collyre en solution;collyre en solution;SANDOZ
TIMOPTOL 0 25 %  collyre en solution;collyre en solution;SANTEN OY
TIMOPTOL 0 50 %  collyre en solution;collyre en solution;SANTEN OY
TIMOPTOL L.P. 0 25 %  collyre en solution;collyre en solution;SANTEN OY
TIMOPTOL L.P. 0 50 %  collyre en solution;collyre en solution;SANTEN OY
TIORFAN 10 mg NOURRISSONS  poudre orale en sachet-dose;poudre;BIOPROJET
TIORFAN 100 mg  gélule;gélule;BIOPROJET
TIORFAN 30 mg ENFANTS  poudre orale en sachet-dose;poudre;BIOPROJET
TIORFANOR 175 mg  comprimé pelliculé;comprimé pelliculé;BIOPROJET
TIORFAST 100 mg  gélule;gélule;BIOPROJET
TIROFIBAN MEDAC 50 microgrammes/ml  solution pour perfusion;solution pour perfusion;MEDAC
TISANE MEDIFLOR N°1 MINCEUR  plantes pour tisane en sachet-dose;plante(s) pour tisane;MEDIFLOR
TISANE MEDIFLOR N°5 HEPATIQUE  plantes pour tisane en sachet-dose;plante(s) pour tisane;MEDIFLOR
TISANE PROVENCALE N°1  plantes pour tisane en sachet;plante(s) pour tisane;TISANE PROVENCALE
TISSEEL  solutions pour colle;solution et  solution pour colle;BAXTER
TISSUCOL KIT  poudres  solution et solvant pour colle intralésionnelle;solvant et solution et poudre(s) pour colle;BAXTER
TITANOREINE A LA LIDOCAINE 2 POUR CENT  crème;crème;JOHNSON & JOHNSON SANTE BEAUTE FRANCE
TITANOREINE  crème;crème;JOHNSON & JOHNSON SANTE BEAUTE FRANCE
TITANOREINE  suppositoire;suppositoire;JOHNSON & JOHNSON SANTE BEAUTE FRANCE
TIVICAY 10 mg  comprimé pelliculé;comprimé pelliculé;VIIV HEALTHCARE UK (ROYAUME-UNI)
TIVICAY 25 mg  comprimé pelliculé;comprimé pelliculé;VIIV HEALTHCARE UK (ROYAUME-UNI)
TIVICAY 50 mg  comprimé pelliculé;comprimé pelliculé;VIIV HEALTHCARE UK (ROYAUME-UNI)
TOBI 300 mg/5 ml  solution pour inhalation par nébuliseur;solution pour inhalation par nébuliseur;NOVARTIS PHARMA
TOBI PODHALER 28 mg  poudre pour inhalation en gélule;poudre pour inhalation en gélule;NOVARTIS EUROPHARM (ROYAUME-UNI)
TOBRABACT 0 3 %  collyre en solution;collyre en solution;MEDICOM HEALTHCARE IRELAND (IRLANDE)
TOBRADEX  collyre en suspension;collyre en suspension;NOVARTIS PHARMA
TOBREX 0 3 %  collyre en solution;collyre en solution;NOVARTIS PHARMA
TOBREX 0 3 %  pommade ophtalmique;pommade;NOVARTIS PHARMA
TOCLASE TOUX SECHE SANS SUCRE 0 213 POUR CENT  solution buvable en flacon édulcorée au sorbitol et à la saccharine sodique;solution buvable;PIERRE FABRE MEDICAMENT
TOCO 500 mg  capsule molle;capsule molle;LABORATOIRES PHARMA 2000
TOCOLION  capsule molle;capsule molle;SCIENCEX
TOCOPA  gélule;gélule;ARKOPHARMA
TOCOPHEROL TEVA 500 mg  capsule molle;capsule molle;TEVA SANTE
TOCTINO 10 mg  capsule molle;capsule molle;STIEFEL LABORATORIES (IRELAND)
TOCTINO 30 mg  capsule molle;capsule molle;STIEFEL LABORATORIES (IRELAND)
TOFRANIL 10 mg  comprimé enrobé;comprimé enrobé;AMDIPHARM
TOFRANIL 25 mg  comprimé enrobé;comprimé enrobé;AMDIPHARM
TOLEXINE 100 mg  microgranules en comprimé;microgranule en comprimé;LABORATOIRES BAILLEUL (LUXMEBOURG)
TOLEXINE 50 mg  microgranules en comprimé;microgranule en comprimé;LABORATOIRES BAILLEUL (LUXMEBOURG)
TOLTERODINE ACCORD 1 mg  comprimé pelliculé;comprimé pelliculé;ACCORD HEALTHCARE FRANCE
TOLTERODINE ACCORD 2 mg  comprimé pelliculé;comprimé pelliculé;ACCORD HEALTHCARE FRANCE
TOLUCOMBI 40 mg/12 5 mg  comprimé;comprimé;KRKA (SLOVENIE)
TOLUCOMBI 80 mg/12 5 mg  comprimé;comprimé;KRKA (SLOVENIE)
TOLUCOMBI 80 mg/25 mg  comprimé;comprimé;KRKA (SLOVENIE)
TOLURA 40 mg  comprimé;comprimé;KRKA (SLOVENIE)
TOLURA 80 mg  comprimé;comprimé;KRKA (SLOVENIE)
TOMUDEX 2 mg  poudre pour solution pour perfusion;poudre pour solution pour perfusion;HOSPIRA FRANCE
TONICALCIUM ADULTES  solution buvable en ampoule;solution buvable;BOUCHARA-RECORDATI
TONICALCIUM ENFANTS  solution buvable en ampoule;solution buvable;BOUCHARA-RECORDATI
TOPAAL  comprimé;comprimé;PIERRE FABRE MEDICAMENT
TOPAAL  suspension buvable;suspension buvable;PIERRE FABRE MEDICAMENT
TOPALGIC 100 mg/2 ml  solution injectable en ampoule;solution injectable;SANOFI AVENTIS FRANCE
TOPALGIC 100 mg/ml  solution buvable;solution buvable;SANOFI AVENTIS FRANCE
TOPALGIC 50 mg  gélule;gélule;SANOFI AVENTIS FRANCE
TOPALGIC LP 100 mg  comprimé à libération prolongée;comprimé à libération prolongée;SANOFI AVENTIS FRANCE
TOPALGIC LP 150 mg  comprimé à libération prolongée;comprimé à libération prolongée;SANOFI AVENTIS FRANCE
TOPALGIC LP 200 mg  comprimé à libération prolongée;comprimé à libération prolongée;SANOFI AVENTIS FRANCE
TOPEX 20 POUR CENT  gel pour usage dentaire;gel pour usage dentaire;PIERRE FABRE MEDICAMENT
TOPIRAMATE ACCORD 100 mg  comprimé pelliculé;comprimé pelliculé;ACCORD HEALTHCARE FRANCE
TOPIRAMATE ACCORD 200 mg  comprimé pelliculé;comprimé pelliculé;ACCORD HEALTHCARE FRANCE
TOPIRAMATE ACCORD 25 mg  comprimé pelliculé;comprimé pelliculé;ACCORD HEALTHCARE FRANCE
TOPIRAMATE ACCORD 50 mg  comprimé pelliculé;comprimé pelliculé;ACCORD HEALTHCARE FRANCE
TOPIRAMATE ARROW 100 mg  comprimé pelliculé;comprimé pelliculé;ARROW GENERIQUES
TOPIRAMATE ARROW 25 mg  gélule;gélule;ARROW GENERIQUES
TOPIRAMATE ARROW 50 mg  comprimé pelliculé;comprimé pelliculé;ARROW GENERIQUES
TOPIRAMATE ARROW 50 mg  gélules;gélule;ARROW GENERIQUES
TOPIRAMATE ARROW GENERIQUES 100 mg  comprimé pelliculé;comprimé pelliculé;ARROW GENERIQUES
TOPIRAMATE ARROW GENERIQUES 200 mg  comprimé pelliculé;comprimé pelliculé;ARROW GENERIQUES
TOPIRAMATE ARROW GENERIQUES 50 mg  comprimé pelliculé;comprimé pelliculé;ARROW GENERIQUES
TOPIRAMATE BGR 100 mg  comprimé pelliculé;comprimé pelliculé;BIOGARAN
TOPIRAMATE BGR 200 mg  comprimé pelliculé;comprimé pelliculé;BIOGARAN
TOPIRAMATE BGR 50 mg  comprimé pelliculé;comprimé pelliculé;BIOGARAN
TOPIRAMATE BIOGARAN 100 mg  comprimé pelliculé;comprimé pelliculé;BIOGARAN
TOPIRAMATE BIOGARAN 200 mg  comprimé pelliculé;comprimé pelliculé;BIOGARAN
TOPIRAMATE BIOGARAN 50 mg  comprimé pelliculé;comprimé pelliculé;BIOGARAN
TOPIRAMATE EG 100 mg  comprimé pelliculé;comprimé pelliculé;EG LABO - LABORATOIRES EUROGENERICS
TOPIRAMATE EG 200 mg  comprimé pelliculé;comprimé pelliculé;EG LABO - LABORATOIRES EUROGENERICS
TOPIRAMATE EG 50 mg  comprimé pelliculé;comprimé pelliculé;EG LABO - LABORATOIRES EUROGENERICS
TOPIRAMATE MYLAN 100 mg  comprimé pelliculé;comprimé pelliculé;MYLAN SAS
TOPIRAMATE MYLAN 200 mg  comprimé pelliculé;comprimé pelliculé;MYLAN SAS
TOPIRAMATE MYLAN 50 mg  comprimé pelliculé;comprimé pelliculé;MYLAN SAS
TOPIRAMATE SANDOZ 100 mg  comprimé pelliculé;comprimé pelliculé;SANDOZ
TOPIRAMATE SANDOZ 200 mg  comprimé pelliculé;comprimé pelliculé;SANDOZ
TOPIRAMATE SANDOZ 50 mg  comprimé pelliculé;comprimé pelliculé;SANDOZ
TOPIRAMATE TEVA 100 mg  comprimé pelliculé;comprimé pelliculé;TEVA SANTE
TOPIRAMATE TEVA 200 mg  comprimé pelliculé sécable;comprimé pelliculé sécable;TEVA SANTE
TOPIRAMATE ZYDUS 25 mg  gélule;gélule;ZYDUS FRANCE
TOPISCAB 5 %  crème;crème;CODEXIAL DERMATOLOGIE
TOPLEXIL 0 33 mg/ml SANS SUCRE  solution buvable édulcorée à l'acésulfame potassique;solution buvable;SANOFI AVENTIS FRANCE
TOPLEXIL 0 33 mg/ml  sirop;sirop;SANOFI AVENTIS FRANCE
TOPOTECAN HOSPIRA 4 mg/4ml  solution à diluer pour perfusion;solution à diluer pour perfusion;PFIZER EUROPE MA EEIG (BELGIQUE)
TOPOTECAN KABI 1 mg/ml  poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;FRESENIUS KABI ONCOLOGY PLC (ROYAUME-UNI)
TOPOTECAN MEDAC 1 mg/ml  solution à diluer pour perfusion;solution à diluer pour perfusion;MEDAC GESELLSCHAFT FUR KLINISCHE SPEZIALPRAPARATE (ALLEMAGNE)
TOPOTECAN MYLAN 1 mg/ml  solution à diluer pour perfusion;solution à diluer pour perfusion;MYLAN SAS
TOPOTECAN TEVA 4 mg/4 ml  solution à diluer pour perfusion;solution à diluer pour perfusion;TEVA (PAYS-BAS)
TOPOTECANE ACCORD 1 mg/ml  solution à diluer pour perfusion;solution à diluer pour perfusion;ACCORD HEALTHCARE FRANCE
TOPOTECANE ACCORD HEALTHCARE 4 mg  poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;ACCORD HEALTHCARE FRANCE
TOPREC 1 mg/ml ENFANTS ET NOURRISSONS  sirop;sirop;SANOFI AVENTIS FRANCE
TOPREC 25 mg  comprimé;comprimé;SANOFI AVENTIS FRANCE
TORISEL 30 mg  solution à diluer et diluant pour solution pour perfusion;solution à diluer et  diluant pour solution pour perfusion;PFIZER EUROPE MA EEIG (BELGIQUE)
TOT'HEMA  solution buvable en ampoule;solution buvable;INNOTECH INTERNATIONAL
TOTAMINE CONCENTRE  solution pour perfusion;solution pour perfusion;BAXTER
TOUJEO 300 unités/ml  solution injectable en stylo prérempli;solution injectable;SANOFI AVENTIS (ALLEMAGNE)
TOVIAZ 4 mg  comprimé à libération prolongée;comprimé à libération prolongée;PFIZER EUROPE MA EEIG (BELGIQUE)
TOVIAZ 8 mg  comprimé à libération prolongée;comprimé à libération prolongée;PFIZER EUROPE MA EEIG (BELGIQUE)
TOXICARB  suspension buvable;suspension buvable;SERB
TRACITRANS  solution à diluer pour perfusion;solution à diluer pour perfusion;FRESENIUS KABI FRANCE
TRACLEER 125 mg  comprimé pelliculé;comprimé pelliculé;JANSSEN CILAG INTERNATIONAL NV
TRACLEER 32 mg  comprimé dispersible;comprimé dispersible;JANSSEN CILAG INTERNATIONAL NV
TRACLEER 62 5 mg  comprimé pelliculé;comprimé pelliculé;ACTELION REGISTRATION
TRACRIUM 25 mg/2 5 ml (1 POUR CENT)  solution injectable en ampoule;solution injectable;ASPEN PHARMA TRADING (IRLANDE)
TRACRIUM 250 mg/25 ml  solution injectable;solution injectable;ASPEN PHARMA TRADING (IRLANDE)
TRACRIUM 50 mg/5 ml (1 POUR CENT)  solution injectable en ampoule;solution injectable;ASPEN PHARMA TRADING (IRLANDE)
TRACTOCILE 37 5 mg/5 ml  solution à diluer pour perfusion;solution à diluer pour perfusion;FERRING PHARMACEUTICALS (DANEMARK)
TRACTOCILE 6 75 mg/0 9 ml  solution injectable;solution injectable;FERRING PHARMACEUTICALS (DANEMARK)
TRACUTIL  solution à diluer pour perfusion;solution à diluer pour perfusion;B BRAUN MELSUNGEN
TRAMADOL ARROW 100 mg/2 mL  solution injectable/pour perfusion;solution injectable pour perfusion;ARROW GENERIQUES
TRAMADOL ARROW 50 mg  comprimé;comprimé;ARROW GENERIQUES
TRAMADOL ARROW L.P. 100 mg  comprimé à libération prolongée;comprimé à libération prolongée;ARROW GENERIQUES
TRAMADOL ARROW L.P. 100 mg  gélule à libération prolongée;gélule à libération prolongée;ARROW GENERIQUES
TRAMADOL ARROW L.P. 150 mg  comprimé à libération prolongée;comprimé à libération prolongée;ARROW GENERIQUES
TRAMADOL ARROW L.P. 150 mg  gélule à libération prolongée;gélule à libération prolongée;ARROW GENERIQUES
TRAMADOL ARROW L.P. 200 mg  comprimé à libération prolongée;comprimé à libération prolongée;ARROW GENERIQUES
TRAMADOL ARROW L.P. 200 mg  gélule à libération prolongée;gélule à libération prolongée;ARROW GENERIQUES
TRAMADOL BGR L.P. 100 mg  comprimé à libération prolongée;comprimé à libération prolongée;BIOGARAN
TRAMADOL BGR L.P. 150 mg  comprimé à libération prolongée;comprimé à libération prolongée;BIOGARAN
TRAMADOL BGR L.P. 200 mg  comprimé à libération prolongée;comprimé à libération prolongée;BIOGARAN
TRAMADOL BIOGARAN 50 mg  gélule;gélule;BIOGARAN
TRAMADOL BIOGARAN LP 100 mg  comprimé à libération prolongée;comprimé à libération prolongée;LABORATOIRES GRUNENTHAL
TRAMADOL BIOGARAN LP 150 mg  comprimé à libération prolongée;comprimé à libération prolongée;LABORATOIRES GRUNENTHAL
TRAMADOL BIOGARAN LP 200 mg  comprimé à libération prolongée;comprimé à libération prolongée;LABORATOIRES GRUNENTHAL
TRAMADOL CRISTERS LP 100 mg  comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;CRISTERS
TRAMADOL CRISTERS LP 150 mg  comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;CRISTERS
TRAMADOL CRISTERS LP 200 mg  comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;CRISTERS
TRAMADOL EG 50 mg  comprimé;comprimé;EG LABO - LABORATOIRES EUROGENERICS
TRAMADOL EG L.P. 100 mg  comprimé à libération prolongée;comprimé à libération prolongée;EG LABO - LABORATOIRES EUROGENERICS
TRAMADOL EG L.P. 150 mg  comprimé à libération prolongée;comprimé à libération prolongée;EG LABO - LABORATOIRES EUROGENERICS
TRAMADOL EG L.P. 200 mg  comprimé à libération prolongée;comprimé à libération prolongée;EG LABO - LABORATOIRES EUROGENERICS
TRAMADOL EVOLUGEN 50 mg  gélule;gélule;EVOLUPHARM
TRAMADOL KRKA LP 100 mg  comprimé à libération prolongée;comprimé à libération prolongée;KRKA (SLOVENIE)
TRAMADOL KRKA LP 150 mg  comprimé à libération prolongée;comprimé à libération prolongée;KRKA (SLOVENIE)
TRAMADOL KRKA LP 200 mg  comprimé à libération prolongée;comprimé à libération prolongée;KRKA (SLOVENIE)
TRAMADOL LAVOISIER 50 mg/ml  solution injectable;solution injectable;CHAIX ET DU MARAIS
TRAMADOL MYLAN 50 mg  comprimé effervescent;comprimé effervescent(e);MYLAN SAS
TRAMADOL MYLAN 50 mg  gélule;gélule;MYLAN SAS
TRAMADOL MYLAN GENERIQUES LP 100 mg  comprimé à libération prolongée;comprimé à libération prolongée;MYLAN SAS
TRAMADOL MYLAN GENERIQUES LP 150 mg  comprimé à libération prolongée;comprimé à libération prolongée;MYLAN SAS
TRAMADOL MYLAN GENERIQUES LP 200 mg  comprimé à libération prolongée;comprimé à libération prolongée;MYLAN SAS
TRAMADOL MYLAN PHARMA LP 100 mg  comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;MYLAN SAS
TRAMADOL MYLAN PHARMA LP 150 mg  comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;MYLAN SAS
TRAMADOL MYLAN PHARMA LP 200 mg  comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;MYLAN SAS
TRAMADOL PARACETAMOL EVOLUGEN 37 5 mg/325 mg  comprimé pelliculé;comprimé pelliculé;EVOLUPHARM
TRAMADOL SANDOZ 50 mg  comprimé;comprimé;SANDOZ
TRAMADOL SANDOZ L.P. 100 mg  comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;SANDOZ
TRAMADOL SANDOZ L.P. 150 mg  comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;SANDOZ
TRAMADOL SANDOZ L.P. 200 mg  comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;SANDOZ
TRAMADOL TEVA 50 mg  comprimé;comprimé;TEVA SANTE
TRAMADOL TEVA 50 mg  comprimé effervescent;comprimé effervescent(e);TEVA SANTE
TRAMADOL TEVA L.P. 100 mg  comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;TEVA SANTE
TRAMADOL TEVA L.P. 150 mg  comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;TEVA SANTE
TRAMADOL TEVA L.P. 200 mg  comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;TEVA SANTE
TRAMADOL TEVA SANTE 50 mg  gélule;gélule;TEVA SANTE
TRAMADOL ZENTIVA 50 mg  comprimé effervescent;comprimé effervescent(e);ZENTIVA FRANCE
TRAMADOL ZENTIVA LP 100 mg  comprimé à libération prolongée;comprimé à libération prolongée;LABORATOIRES GRUNENTHAL
TRAMADOL ZENTIVA LP 150 mg  comprimé à libération prolongée;comprimé à libération prolongée;LABORATOIRES GRUNENTHAL
TRAMADOL ZENTIVA LP 200 mg  comprimé à libération prolongée;comprimé à libération prolongée;LABORATOIRES GRUNENTHAL
TRAMADOL ZENTIVA LP 50 mg  comprimé à libération prolongée;comprimé à libération prolongée;LABORATOIRES GRUNENTHAL
TRAMADOL ZYDUS 50 mg  gélule;gélule;ZYDUS FRANCE
TRAMADOL ZYDUS L.P. 150 mg  comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;ZYDUS FRANCE
TRAMADOL ZYDUS L.P. 200 mg  comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;ZYDUS FRANCE
TRAMADOL ZYDUS LP 100 mg  comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;ZYDUS FRANCE
TRAMADOL/PARACETAMOL ARROW 37 5 mg/325 mg  comprimé effervescent;comprimé effervescent(e);ARROW GENERIQUES
TRAMADOL/PARACETAMOL ARROW GENERIQUES 37 5 mg/325 mg  comprimé pelliculé;comprimé pelliculé;ARROW GENERIQUES
TRAMADOL/PARACETAMOL ARROW LAB 37 5 mg/325 mg  comprimé pelliculé;comprimé pelliculé;ARROW GENERIQUES
TRAMADOL/PARACETAMOL BGR 37 5 mg/325 mg  comprimé pelliculé;comprimé pelliculé;BIOGARAN
TRAMADOL/PARACETAMOL BIOGARAN 37 5 mg/325 mg  comprimé pelliculé;comprimé pelliculé;LABORATOIRES GRUNENTHAL
TRAMADOL/PARACETAMOL BIPHAR 37 5 mg/325 mg  comprimé pelliculé;comprimé pelliculé;MYLAN MEDICAL
TRAMADOL/PARACETAMOL CRISTERS 37 5 mg/325 mg  comprimé pelliculé;comprimé pelliculé;CRISTERS
TRAMADOL/PARACETAMOL EG LABO 37 5 mg/325 mg  comprimé pelliculé;comprimé pelliculé;EG LABO - LABORATOIRES EUROGENERICS
TRAMADOL/PARACETAMOL EVOLUGEN PHARMA 37 5 mg/325 mg  comprimé pelliculé;comprimé pelliculé;EVOLUPHARM
TRAMADOL/PARACETAMOL GERDA 37 5 mg/325 mg  comprimé pelliculé;comprimé pelliculé;LABORATOIRES GERDA
TRAMADOL/PARACETAMOL KRKA 37 5 mg/325 mg  comprimé pelliculé;comprimé pelliculé;KRKA (SLOVENIE)
TRAMADOL/PARACETAMOL KRKA 75 mg/650 mg  comprimé pelliculé sécable;comprimé pelliculé sécable;KRKA (SLOVENIE)
TRAMADOL/PARACETAMOL MYLAN GENERIQUES 37 5 mg/325 mg  comprimé pelliculé;comprimé pelliculé;LABORATOIRES GRUNENTHAL
TRAMADOL/PARACETAMOL PHR LAB 37 5 mg/325 mg  comprimé pelliculé;comprimé pelliculé;TEVA SANTE
TRAMADOL/PARACETAMOL RANBAXY PHARMACIE GENERIQUES 37 5 mg/325 mg  comprimé pelliculé;comprimé pelliculé;RANBAXY PHARMACIE GENERIQUES
TRAMADOL/PARACETAMOL SANDOZ 37 5 mg/325 mg  comprimé pelliculé;comprimé pelliculé;LABORATOIRES GRUNENTHAL
